Type,Product,Started Date,Completed Date,Description,Amount,Currency,State,Balance,Month,Category
Card payment,Current,2024-05-01,2024-05-02,Uber,-54.39,EUR,Completed,-33271.94,,Transport
Card payment,Current,2024-05-01,2024-05-02,Carrefour,-50.61,EUR,Completed,-7228.46,2024-05,Groceries
Card payment,Current,2024-05-01,2024-05-02,Óptica,-14.79,EUR,Completed,-33972.54,,Health
Card payment,Current,2024-05-01,2024-05-02,Dentista,-49.76,EUR,Completed,-31763.56,,Health
Card payment,Current,2024-05-01,2024-05-02,Spotify,-48.12,EUR,Completed,-35156.16,,Entertainment
Card payment,Current,2024-05-01,2024-05-02,Farmacia,-51.86,EUR,Completed,-35276.62,,Health
Card payment,Current,2024-05-01,2024-05-02,Zara,-7.45,EUR,Completed,-35346.25,,Clothing
Card payment,Current,2024-05-01,2024-05-02,Fnac,-8.34,EUR,Completed,-32284.15,,Shopping
Card payment,Current,2024-05-01,2024-05-02,Steam,-17.27,EUR,Completed,-33166.72,,Entertainment
Card payment,Current,2024-05-01,2024-05-02,Netflix,-10.77,EUR,Completed,-31581.06,,Entertainment
Card payment,Current,2024-05-01,2024-05-02,Amazon,-31.68,EUR,Completed,-32275.81,,Shopping
Card payment,Current,2024-05-02,2024-05-03,Carrefour,-3.82,EUR,Completed,-32244.13,,Groceries
Card payment,Current,2024-05-02,2024-05-03,Uber,-49.35,EUR,Completed,-33559.13,,Transport
Card payment,Current,2024-05-02,2024-05-03,Cabify,-34.78,EUR,Completed,-33825.48,,Transport
Card payment,Current,2024-05-02,2024-05-03,Booking.com,-49.57,EUR,Completed,-6697.03,2024-05,Travel
Card payment,Current,2024-05-03,2024-05-04,Dentista,-31.04,EUR,Completed,-34466.62,,Health
Card payment,Current,2024-05-03,2024-05-04,Netflix,-52.83,EUR,Completed,-33460.97,,Entertainment
Card payment,Current,2024-05-03,2024-05-04,Uber,-4.04,EUR,Completed,-34574.78,,Transport
Card payment,Current,2024-05-03,2024-05-04,Lidl,-41.57,EUR,Completed,-32025.46,,Groceries
Card payment,Current,2024-05-03,2024-05-04,McDonald's,-22.53,EUR,Completed,-33581.66,,Dining
Card payment,Current,2024-05-04,2024-05-05,Óptica,-38.72,EUR,Completed,-34974.64,,Health
Card payment,Current,2024-05-04,2024-05-05,Amazon,-4.38,EUR,Completed,-35060.93,,Shopping
Card payment,Current,2024-05-04,2024-05-05,Carrefour,-22.04,EUR,Completed,-33004.55,,Groceries
Card payment,Current,2024-05-04,2024-05-05,Airbnb,-45.08,EUR,Completed,-33931.86,,Travel
Card payment,Current,2024-05-04,2024-05-05,Steam,-14.82,EUR,Completed,-33019.37,,Entertainment
Card payment,Current,2024-05-05,2024-05-06,Dentista,-41.75,EUR,Completed,-34219.47,,Health
Card payment,Current,2024-05-05,2024-05-06,Booking.com,-29.42,EUR,Completed,-34259.42,,Travel
Card payment,Current,2024-05-05,2024-05-06,Dentista,-57.68,EUR,Completed,-31703.99,,Health
Card payment,Current,2024-05-05,2024-05-06,100 Montaditos,-4.88,EUR,Completed,-31603.78,,Dining
Card payment,Current,2024-05-05,2024-05-06,Mercadona,-9.73,EUR,Completed,-34737.11,,Groceries
Card payment,Current,2024-05-05,2024-05-06,Booking.com,-21.05,EUR,Completed,-32089.46,,Travel
Card payment,Current,2024-05-05,2024-05-06,Burger King,-8.77,EUR,Completed,-35355.02,,Dining
Card payment,Current,2024-05-06,2024-05-07,Netflix,-25.97,EUR,Completed,-35011.89,,Entertainment
Card payment,Current,2024-05-06,2024-05-07,Ryanair,-25.81,EUR,Completed,-34524.65,,Travel
Card payment,Current,2024-05-06,2024-05-07,Lidl,-13.36,EUR,Completed,-33838.84,,Groceries
Card payment,Current,2024-05-06,2024-05-07,Dentista,-58.66,EUR,Completed,-34795.77,,Health
Card payment,Current,2024-05-06,2024-05-07,Ryanair,-20.93,EUR,Completed,-6982.88,2024-05,Travel
Card payment,Current,2024-05-06,2024-05-07,Lidl,-42.95,EUR,Completed,-32068.41,,Groceries
Card payment,Current,2024-05-07,2024-05-08,100 Montaditos,-8.3,EUR,Completed,-34532.95,,Dining
Card payment,Current,2024-05-07,2024-05-08,Airbnb,-36.26,EUR,Completed,-7111.06,2024-05,Travel
Card payment,Current,2024-05-07,2024-05-08,Uber,-46.51,EUR,Completed,-33743.71,,Transport
Card payment,Current,2024-05-07,2024-05-08,100 Montaditos,-18.53,EUR,Completed,-34356.61,,Dining
Card payment,Current,2024-05-07,2024-05-08,Amazon,-29.15,EUR,Completed,-6871.35,2024-05,Shopping
Card payment,Current,2024-05-07,2024-05-08,Steam,-34.28,EUR,Completed,-34878.21,,Entertainment
Card payment,Current,2024-05-08,2024-05-09,Carrefour,-43.62,EUR,Completed,-31566.62,,Groceries
Card payment,Current,2024-05-08,2024-05-09,Metro de Madrid,-30.45,EUR,Completed,-31896.67,,Transport
Card payment,Current,2024-05-08,2024-05-09,McDonald's,-19.98,EUR,Completed,-32381.06,,Dining
Card payment,Current,2024-05-09,2024-05-10,Booking.com,-25.89,EUR,Completed,-33957.75,,Travel
Card payment,Current,2024-05-09,2024-05-10,Amazon,-57.92,EUR,Completed,-31821.48,,Shopping
Card payment,Current,2024-05-09,2024-05-10,Spotify,-29.28,EUR,Completed,-34727.38,,Entertainment
Card payment,Current,2024-05-09,2024-05-10,Uber,-4.97,EUR,Completed,-33697.2,,Transport
Card payment,Current,2024-05-09,2024-05-10,Ryanair,-25.11,EUR,Completed,-33606.77,,Travel
