Type,Product,Started Date,Completed Date,Description,Amount,Currency,State,Balance,Month,Category
Card payment,Current,2024-08-01,2024-08-02,Cabify,-38.55,EUR,Completed,-9586.85,2024-08,Transport
Card payment,Current,2024-08-01,2024-08-02,Cabify,-39.5,EUR,Completed,-52730.66,,Transport
Card payment,Current,2024-08-01,2024-08-02,Booking.com,-22.61,EUR,Completed,-51015.23,,Travel
Card payment,Current,2024-08-02,2024-08-03,Fnac,-56.81,EUR,Completed,-53427.39,,Shopping
Card payment,Current,2024-08-02,2024-08-03,Farmacia,-44.84,EUR,Completed,-53184.46,,Health
Card payment,Current,2024-08-02,2024-08-03,Lidl,-12.31,EUR,Completed,-53858.53,,Groceries
Card payment,Current,2024-08-02,2024-08-03,Zara,-2.14,EUR,Completed,-49628.6,,Clothing
Card payment,Current,2024-08-03,2024-08-04,Farmacia,-14.39,EUR,Completed,-49589.33,,Health
Card payment,Current,2024-08-03,2024-08-04,Cabify,-53.17,EUR,Completed,-54140.57,,Transport
Card payment,Current,2024-08-03,2024-08-04,Cabify,-29.66,EUR,Completed,-53482.92,,Transport
Card payment,Current,2024-08-03,2024-08-04,Metro de Madrid,-36.52,EUR,Completed,-53220.98,,Transport
Card payment,Current,2024-08-04,2024-08-05,Lidl,-23.52,EUR,Completed,-50450.03,,Groceries
Card payment,Current,2024-08-04,2024-08-05,Dentista,-10.89,EUR,Completed,-51907.16,,Health
Card payment,Current,2024-08-04,2024-08-05,Uber,-19.41,EUR,Completed,-52253.93,,Transport
Card payment,Current,2024-08-04,2024-08-05,Fnac,-46.97,EUR,Completed,-52234.52,,Shopping
Card payment,Current,2024-08-04,2024-08-05,Zara,-38.12,EUR,Completed,-51666.07,,Clothing
Card payment,Current,2024-08-04,2024-08-05,100 Montaditos,-53.38,EUR,Completed,-50825.4,,Dining
Card payment,Current,2024-08-04,2024-08-05,Amazon,-19.39,EUR,Completed,-53877.92,,Shopping
Card payment,Current,2024-08-04,2024-08-05,Mercadona,-56.42,EUR,Completed,-52434.86,,Groceries
Card payment,Current,2024-08-05,2024-08-06,Zara,-31.52,EUR,Completed,-51409.7,,Clothing
Card payment,Current,2024-08-05,2024-08-06,Amazon,-47.67,EUR,Completed,-51627.95,,Shopping
Card payment,Current,2024-08-05,2024-08-06,Mercadona,-13.31,EUR,Completed,-52325.95,,Groceries
Card payment,Current,2024-08-05,2024-08-06,Netflix,-15.77,EUR,Completed,-51230.7,,Entertainment
Card payment,Current,2024-08-05,2024-08-06,McDonald's,-54.48,EUR,Completed,-49955.71,,Dining
Card payment,Current,2024-08-06,2024-08-07,Amazon,-58.71,EUR,Completed,-52312.64,,Shopping
Card payment,Current,2024-08-06,2024-08-07,Dentista,-7.37,EUR,Completed,-51214.93,,Health
Card payment,Current,2024-08-06,2024-08-07,Mercadona,-15.61,EUR,Completed,-53370.58,,Groceries
Card payment,Current,2024-08-06,2024-08-07,Steam,-46.32,EUR,Completed,-53067.86,,Entertainment
Card payment,Current,2024-08-07,2024-08-08,Farmacia,-53.88,EUR,Completed,-53725.32,,Health
Card payment,Current,2024-08-07,2024-08-08,Booking.com,-30.17,EUR,Completed,-50100.61,,Travel
Card payment,Current,2024-08-07,2024-08-08,Farmacia,-48.23,EUR,Completed,-52805.78,,Health
Card payment,Current,2024-08-07,2024-08-08,Carrefour,-52.88,EUR,Completed,-51896.27,,Groceries
Card payment,Current,2024-08-07,2024-08-08,Zara,-18.17,EUR,Completed,-51925.33,,Clothing
