Type,Product,Started Date,Completed Date,Description,Amount,Currency,State,Balance,Month,Category
Card payment,Current,2024-01-01,2024-01-02,Booking.com,-23.4,EUR,Completed,1092.88,2024-01,Travel
Card payment,Current,2024-01-01,2024-01-02,Uber,-18.5,EUR,Completed,1945.53,2024-01,Transport
Card payment,Current,2024-01-01,2024-01-02,Farmacia,-18.7,EUR,Completed,-1625.31,2024-01,Health
Card payment,Current,2024-01-01,2024-01-02,Carrefour,-35.17,EUR,Completed,-1752.91,2024-01,Groceries
Card payment,Current,2024-01-01,2024-01-02,Steam,-30.35,EUR,Completed,-5737.12,2024-01,Entertainment
Card payment,Current,2024-01-01,2024-01-02,Booking.com,-53.04,EUR,Completed,-5108.34,2024-01,Travel
Card payment,Current,2024-01-01,2024-01-02,Fnac,-48.2,EUR,Completed,-2735.86,2024-01,Shopping
Card payment,Current,2024-01-01,2024-01-02,Ryanair,-107.85,EUR,Completed,-2843.71,2024-01,Travel
Card payment,Current,2024-01-02,2024-01-03,Fnac,-41.41,EUR,Completed,-826.94,2024-01,Shopping
Card payment,Current,2024-01-02,2024-01-03,Lidl,-21.3,EUR,Completed,-1646.61,2024-01,Groceries
Card payment,Current,2024-01-02,2024-01-03,Booking.com,-29.79,EUR,Completed,-6253.87,2024-01,Travel
Card payment,Current,2024-01-02,2024-01-03,Óptica,-59.59,EUR,Completed,-5375.29,2024-01,Health
Card payment,Current,2024-01-03,2024-01-04,Uber,-36.16,EUR,Completed,-757.72,2024-01,Transport
Card payment,Current,2024-01-03,2024-01-04,Óptica,-76.93,EUR,Completed,-7311.96,2024-01,Health
Card payment,Current,2024-01-03,2024-01-04,Metro de Madrid,-31.21,EUR,Completed,1170.52,2024-01,Transport
Card payment,Current,2024-01-03,2024-01-04,Booking.com,-130.64,EUR,Completed,-2445.89,2024-01,Travel
Card payment,Current,2024-01-03,2024-01-04,Uber,-27.72,EUR,Completed,-8410.82,2024-01,Transport
Card payment,Current,2024-01-04,2024-01-05,Carrefour,-5.6,EUR,Completed,-6259.47,2024-01,Groceries
Card payment,Current,2024-01-04,2024-01-05,Amazon,-104.37,EUR,Completed,-7159.02,2024-01,Shopping
Card payment,Current,2024-01-04,2024-01-05,Fnac,-4.85,EUR,Completed,-1212.86,2024-01,Shopping
Card payment,Current,2024-01-04,2024-01-05,Zara,-33.24,EUR,Completed,-976.17,2024-01,Clothing
Card payment,Current,2024-01-04,2024-01-05,Ryanair,-86.04,EUR,Completed,-8067.91,2024-01,Travel
Card payment,Current,2024-01-04,2024-01-05,Dentista,-57.39,EUR,Completed,-4923.75,2024-01,Health
Card payment,Current,2024-01-05,2024-01-06,Uber,-44.84,EUR,Completed,1494.35,2024-01,Transport
Card payment,Current,2024-01-05,2024-01-06,Fnac,-47.08,EUR,Completed,1045.8,2024-01,Shopping
Card payment,Current,2024-01-05,2024-01-06,Cabify,-49.91,EUR,Completed,1895.62,2024-01,Transport
Card payment,Current,2024-01-05,2024-01-06,Farmacia,-47.1,EUR,Completed,-6179.57,2024-01,Health
Card payment,Current,2024-01-05,2024-01-06,Ryanair,-43.28,EUR,Completed,-5151.62,2024-01,Travel
Card payment,Current,2024-01-05,2024-01-06,Mercadona,-35.97,EUR,Completed,1964.03,2024-01,Groceries
Card payment,Current,2024-01-06,2024-01-07,Ryanair,-33.53,EUR,Completed,-1414.73,2024-01,Travel
Card payment,Current,2024-01-06,2024-01-07,100 Montaditos,-40.92,EUR,Completed,-1703.95,2024-01,Dining
Card payment,Current,2024-01-06,2024-01-07,Burger King,-17.46,EUR,Completed,-1606.61,2024-01,Dining
Card payment,Current,2024-01-06,2024-01-07,Netflix,-98.92,EUR,Completed,140.89,2024-01,Entertainment
