Type,Product,Started Date,Completed Date,Description,Amount,Currency,State,Balance,Month,Category
Card payment,Current,2024-04-01,2024-04-02,Carrefour,-41.49,EUR,Completed,-6130.47,2024-04,Groceries
Card payment,Current,2024-04-01,2024-04-02,Burger King,-57.91,EUR,Completed,-29990.17,,Dining
Card payment,Current,2024-04-01,2024-04-02,100 Montaditos,-51.44,EUR,Completed,-29166.61,,Dining
Card payment,Current,2024-04-01,2024-04-02,Netflix,-51.03,EUR,Completed,-29746.4,,Entertainment
Card payment,Current,2024-04-01,2024-04-02,Burger King,-6.89,EUR,Completed,-27542.72,,Dining
Card payment,Current,2024-04-01,2024-04-02,Airbnb,-59.66,EUR,Completed,-30721.82,,Travel
Card payment,Current,2024-04-01,2024-04-02,Óptica,-40.36,EUR,Completed,-28253.47,,Health
Card payment,Current,2024-04-02,2024-04-03,Airbnb,-22.02,EUR,Completed,-28545.6,,Travel
Card payment,Current,2024-04-02,2024-04-03,Mercadona,-9.15,EUR,Completed,-27195.68,,Groceries
Card payment,Current,2024-04-02,2024-04-03,Dentista,-32.82,EUR,Completed,-28778.08,,Health
Card payment,Current,2024-04-02,2024-04-03,Ryanair,-22.61,EUR,Completed,-30088.87,,Travel
Card payment,Current,2024-04-02,2024-04-03,Zara,-58.18,EUR,Completed,-29115.17,,Clothing
Card payment,Current,2024-04-03,2024-04-04,Carrefour,-46.31,EUR,Completed,-30271.86,,Groceries
Card payment,Current,2024-04-03,2024-04-04,Metro de Madrid,-47.41,EUR,Completed,-27820.04,,Transport
Card payment,Current,2024-04-03,2024-04-04,Steam,-41.22,EUR,Completed,-29553.36,,Entertainment
Card payment,Current,2024-04-03,2024-04-04,Farmacia,-56.3,EUR,Completed,-28005.4,,Health
Card payment,Current,2024-04-04,2024-04-05,Dentista,-53.59,EUR,Completed,-27446.89,,Health
Card payment,Current,2024-04-05,2024-04-06,Dentista,-22.84,EUR,Completed,-29512.14,,Health
Card payment,Current,2024-04-05,2024-04-06,Burger King,-26.55,EUR,Completed,-31031.92,,Dining
Card payment,Current,2024-04-05,2024-04-06,Farmacia,-15.64,EUR,Completed,-6366.65,2024-04,Health
Card payment,Current,2024-04-06,2024-04-07,Carrefour,-55.07,EUR,Completed,-30639.58,,Groceries
Card payment,Current,2024-04-06,2024-04-07,Netflix,-24.84,EUR,Completed,-28940.13,,Entertainment
Card payment,Current,2024-04-06,2024-04-07,Carrefour,-42.38,EUR,Completed,-28820.46,,Groceries
Card payment,Current,2024-04-06,2024-04-07,Zara,-50.85,EUR,Completed,-6593.6,2024-04,Clothing
Card payment,Current,2024-04-06,2024-04-07,Burger King,-45.72,EUR,Completed,-6242.67,2024-04,Dining
Card payment,Current,2024-04-07,2024-04-08,Netflix,-42.61,EUR,Completed,-31170.92,,Entertainment
Card payment,Current,2024-04-07,2024-04-08,Ryanair,-31.94,EUR,Completed,-31320.52,,Travel
Card payment,Current,2024-04-07,2024-04-08,Mercadona,-29.48,EUR,Completed,-30165.05,,Groceries
Card payment,Current,2024-04-07,2024-04-08,Cabify,-55.77,EUR,Completed,-31001.41,,Transport
Card payment,Current,2024-04-07,2024-04-08,100 Montaditos,-8.37,EUR,Completed,-29561.73,,Dining
Card payment,Current,2024-04-07,2024-04-08,Cabify,-56.21,EUR,Completed,-31523,,Transport
Card payment,Current,2024-04-08,2024-04-09,Metro de Madrid,-44.56,EUR,Completed,-27915.62,,Transport
Card payment,Current,2024-04-08,2024-04-09,Ryanair,-16.42,EUR,Completed,-30738.24,,Travel
Card payment,Current,2024-04-08,2024-04-09,Lidl,-29.9,EUR,Completed,-27377.58,,Groceries
Card payment,Current,2024-04-08,2024-04-09,Zara,-38.33,EUR,Completed,-29695.37,,Clothing
Card payment,Current,2024-04-08,2024-04-09,Amazon,-17.85,EUR,Completed,-29633.15,,Shopping
Card payment,Current,2024-04-08,2024-04-09,100 Montaditos,-44.75,EUR,Completed,-6542.75,2024-04,Dining
Card payment,Current,2024-04-08,2024-04-09,100 Montaditos,-42.24,EUR,Completed,-29020.15,,Dining
Card payment,Current,2024-04-09,2024-04-10,Amazon,-51.14,EUR,Completed,-29489.3,,Shopping
