Type,Product,Started Date,Completed Date,Description,Amount,Currency,State,Balance,Month,Category
Card payment,Current,2024-01-01,2024-01-01,Uber,-22.77,EUR,Completed,-15210.98,,Transport
Card payment,Current,2024-01-01,2024-01-01,Zara,-39.7,EUR,Completed,-16481.54,,Clothing
Card payment,Current,2024-01-01,2024-01-01,Farmacia,-41.12,EUR,Completed,-15282.89,,Health
Card payment,Current,2024-01-01,2024-01-01,Cabify,-26.26,EUR,Completed,-15237.24,,Transport
Card payment,Current,2024-01-01,2024-01-01,Óptica,-41.09,EUR,Completed,-15017.88,,Health
Card payment,Current,2024-01-01,2024-01-01,Mercadona,-54.62,EUR,Completed,-15602.62,,Groceries
Card payment,Current,2024-01-01,2024-01-01,Ryanair,-6.64,EUR,Completed,-14541.52,,Travel
Card payment,Current,2024-01-01,2024-01-01,Óptica,-22.15,EUR,Completed,-14285.98,,Health
Card payment,Current,2024-01-01,2024-01-01,Burger King,-22.69,EUR,Completed,-3833.26,2024-02,Dining
Card payment,Current,2024-01-01,2024-01-01,Carrefour,-13.58,EUR,Completed,-16247.92,,Groceries
Card payment,Current,2024-01-01,2024-01-01,Carrefour,-34.38,EUR,Completed,-13645.96,,Groceries
Card payment,Current,2024-01-01,2024-01-01,Booking.com,-52.99,EUR,Completed,-15473.81,,Travel
Card payment,Current,2024-01-01,2024-01-01,Fnac,-36.86,EUR,Completed,-15929.49,,Shopping
Card payment,Current,2024-01-01,2024-01-01,Spotify,-18.95,EUR,Completed,-15548,,Entertainment
Card payment,Current,2024-01-01,2024-01-01,Cabify,-14.51,EUR,Completed,-16908.55,,Transport
Card payment,Current,2024-01-01,2024-01-01,Booking.com,-17.87,EUR,Completed,-15780.75,,Travel
Card payment,Current,2024-01-01,2024-01-01,Burger King,-55.15,EUR,Completed,-14633.57,,Dining
Card payment,Current,2024-01-01,2024-01-01,Steam,-42.67,EUR,Completed,-15358.01,,Entertainment
Card payment,Current,2024-01-01,2024-01-01,Steam,-47.93,EUR,Completed,-17572.57,,Entertainment
Card payment,Current,2024-01-01,2024-01-01,Booking.com,-24.86,EUR,Completed,-16074.83,,Travel
Card payment,Current,2024-01-01,2024-01-01,Zara,-38.39,EUR,Completed,-16818.26,,Clothing
Card payment,Current,2024-01-01,2024-01-01,McDonald's,-16.25,EUR,Completed,-17682,,Dining
Card payment,Current,2024-01-01,2024-01-01,Burger King,-35.52,EUR,Completed,-17772.78,,Dining
Card payment,Current,2024-01-01,2024-01-01,Amazon,-25.35,EUR,Completed,-16562.11,,Shopping
Card payment,Current,2024-01-01,2024-01-01,Fnac,-52.35,EUR,Completed,-16666.2,,Shopping
Card payment,Current,2024-01-01,2024-01-01,Fnac,-29.8,EUR,Completed,-14969.47,,Shopping
Card payment,Current,2024-01-01,2024-01-01,Uber,-46.58,EUR,Completed,-14477.94,,Transport
Card payment,Current,2024-01-01,2024-01-01,Zara,-12.03,EUR,Completed,-3955.76,2024-02,Clothing
Card payment,Current,2024-01-01,2024-01-01,Steam,-56.32,EUR,Completed,-14197.84,,Entertainment
Card payment,Current,2024-01-01,2024-01-01,Lidl,-33.11,EUR,Completed,-13732.58,,Groceries
Card payment,Current,2024-01-01,2024-01-01,Lidl,-12.94,EUR,Completed,-15853.8,,Groceries
Card payment,Current,2024-01-01,2024-01-01,Zara,-56.05,EUR,Completed,-13611.58,,Clothing
Card payment,Current,2024-01-01,2024-01-01,Netflix,-41.59,EUR,Completed,-16331.88,,Entertainment
Card payment,Current,2024-01-01,2024-01-01,Steam,-30.4,EUR,Completed,-16696.6,,Entertainment
Card payment,Current,2024-01-01,2024-01-01,Farmacia,-9.57,EUR,Completed,-13699.47,,Health
Card payment,Current,2024-01-01,2024-01-01,Farmacia,-51.9,EUR,Completed,-14060.4,,Health
Card payment,Current,2024-01-01,2024-01-01,Cabify,-33,EUR,Completed,-17524.64,,Transport
Card payment,Current,2024-01-01,2024-01-01,Mercadona,-29.04,EUR,Completed,-13485.05,,Groceries
Card payment,Current,2024-01-01,2024-01-01,Zara,-49.89,EUR,Completed,-16891.77,,Clothing
Card payment,Current,2024-01-01,2024-01-01,Burger King,-59.42,EUR,Completed,-17444.94,,Dining
Card payment,Current,2024-01-01,2024-01-01,Cabify,-54.81,EUR,Completed,-15762.88,,Transport
Card payment,Current,2024-01-01,2024-01-01,Airbnb,-30.68,EUR,Completed,-15840.86,,Travel
Card payment,Current,2024-01-01,2024-01-01,Zara,-43.94,EUR,Completed,-13689.9,,Clothing
Card payment,Current,2024-01-01,2024-01-01,Metro de Madrid,-22.33,EUR,Completed,-16718.93,,Transport
Card payment,Current,2024-01-01,2024-01-01,100 Montaditos,-31.57,EUR,Completed,-16593.68,,Dining
Card payment,Current,2024-01-01,2024-01-01,Amazon,-41.73,EUR,Completed,-14370.75,,Shopping
Card payment,Current,2024-01-01,2024-01-01,McDonald's,-11.8,EUR,Completed,-15950.69,,Dining
Card payment,Current,2024-01-01,2024-01-01,Amazon,-41.72,EUR,Completed,-16049.97,,Shopping
Card payment,Current,2024-01-01,2024-01-01,Ryanair,-30.95,EUR,Completed,-13809.78,,Travel
Card payment,Current,2024-01-01,2024-01-01,Steam,-33.77,EUR,Completed,-4036.86,2024-02,Entertainment
Card payment,Current,2024-01-01,2024-01-01,Netflix,-11.79,EUR,Completed,-17478.49,,Entertainment
Card payment,Current,2024-01-01,2024-01-01,Netflix,-47.12,EUR,Completed,-3781.92,2024-02,Entertainment
Card payment,Current,2024-01-01,2024-01-01,Steam,-8.05,EUR,Completed,-15420.82,,Entertainment
Card payment,Current,2024-01-01,2024-01-01,Cabify,-2.93,EUR,Completed,-13958.73,,Transport
Card payment,Current,2024-01-01,2024-01-01,Steam,-56.83,EUR,Completed,-16441.84,,Entertainment
Card payment,Current,2024-01-01,2024-01-01,Zara,-21.94,EUR,Completed,-13955.8,,Clothing
Card payment,Current,2024-01-01,2024-01-01,Zara,-24.33,EUR,Completed,-13555.53,,Clothing
Card payment,Current,2024-01-01,2024-01-01,Metro de Madrid,-54.96,EUR,Completed,-14742.53,,Transport
Card payment,Current,2024-01-01,2024-01-01,Netflix,-44.78,EUR,Completed,-15188.21,,Entertainment
Card payment,Current,2024-01-01,2024-01-01,Uber,-34.34,EUR,Completed,-17125.65,,Transport
