Type,Product,Started Date,Completed Date,Description,Amount,Currency,State,Balance,Month,Category
Card payment,Current,2024-11-01,2024-11-02,Farmacia,-3.44,EUR,Completed,-63164.43,,Health
Card payment,Current,2024-11-01,2024-11-02,Steam,-9.12,EUR,Completed,-63399.35,,Entertainment
Card payment,Current,2024-11-01,2024-11-02,Spotify,-23.87,EUR,Completed,-63481.09,,Entertainment
Card payment,Current,2024-11-01,2024-11-02,Farmacia,-38.18,EUR,Completed,-64179.64,,Health
Card payment,Current,2024-11-01,2024-11-02,Carrefour,-40.45,EUR,Completed,-64506.93,,Groceries
Card payment,Current,2024-11-01,2024-11-02,Zara,-49.55,EUR,Completed,-11043.46,2024-11,Clothing
Card payment,Current,2024-11-01,2024-11-02,Dentista,-55.76,EUR,Completed,-10940.31,2024-11,Health
Card payment,Current,2024-11-01,2024-11-02,Metro de Madrid,-22.94,EUR,Completed,-65750.53,,Transport
Card payment,Current,2024-11-01,2024-11-02,Farmacia,-26.11,EUR,Completed,-65540.89,,Health
Card payment,Current,2024-11-02,2024-11-03,Ryanair,-24.85,EUR,Completed,-10867.33,2024-11,Travel
Card payment,Current,2024-11-02,2024-11-03,Ryanair,-33.11,EUR,Completed,-63768.82,,Travel
Card payment,Current,2024-11-03,2024-11-04,Cabify,-53.38,EUR,Completed,-66236.91,,Transport
Card payment,Current,2024-11-03,2024-11-04,Netflix,-45.41,EUR,Completed,-65613.1,,Entertainment
Card payment,Current,2024-11-03,2024-11-04,Fnac,-12.18,EUR,Completed,-64121.67,,Shopping
Card payment,Current,2024-11-04,2024-11-05,Mercadona,-22.2,EUR,Completed,-62662.97,,Groceries
Card payment,Current,2024-11-04,2024-11-05,Netflix,-50.38,EUR,Completed,-63390.23,,Entertainment
Card payment,Current,2024-11-04,2024-11-05,100 Montaditos,-30.25,EUR,Completed,-63640.54,,Dining
Card payment,Current,2024-11-04,2024-11-05,Airbnb,-31.47,EUR,Completed,-65833.48,,Travel
Card payment,Current,2024-11-04,2024-11-05,Steam,-50.07,EUR,Completed,-63852.95,,Entertainment
Card payment,Current,2024-11-05,2024-11-06,Lidl,-59.6,EUR,Completed,-64466.48,,Groceries
Card payment,Current,2024-11-05,2024-11-06,Netflix,-3.12,EUR,Completed,-64109.49,,Entertainment
Card payment,Current,2024-11-05,2024-11-06,Fnac,-46.39,EUR,Completed,-65293.36,,Shopping
Card payment,Current,2024-11-05,2024-11-06,McDonald's,-26.76,EUR,Completed,-64533.69,,Dining
Card payment,Current,2024-11-06,2024-11-07,Mercadona,-26.01,EUR,Completed,-66133.74,,Groceries
Card payment,Current,2024-11-06,2024-11-07,Burger King,-37.41,EUR,Completed,-66274.32,,Dining
Card payment,Current,2024-11-06,2024-11-07,Carrefour,-2.54,EUR,Completed,-10869.87,2024-11,Groceries
Card payment,Current,2024-11-06,2024-11-07,Steam,-23.79,EUR,Completed,-10756.74,2024-11,Entertainment
Card payment,Current,2024-11-06,2024-11-07,Burger King,-15.25,EUR,Completed,-66045.11,,Dining
Card payment,Current,2024-11-06,2024-11-07,100 Montaditos,-34.34,EUR,Completed,-64106.37,,Dining
Card payment,Current,2024-11-06,2024-11-07,Burger King,-25.35,EUR,Completed,-63605.08,,Dining
Card payment,Current,2024-11-06,2024-11-07,Burger King,-53.21,EUR,Completed,-64870.61,,Dining
Card payment,Current,2024-11-06,2024-11-07,Mercadona,-33.32,EUR,Completed,-63531.86,,Groceries
Card payment,Current,2024-11-06,2024-11-07,Booking.com,-48.02,EUR,Completed,-65709.22,,Travel
Card payment,Current,2024-11-06,2024-11-07,Óptica,-2.54,EUR,Completed,-65633.23,,Health
Card payment,Current,2024-11-07,2024-11-08,Metro de Madrid,-12.34,EUR,Completed,-65058.15,,Transport
Card payment,Current,2024-11-07,2024-11-08,Carrefour,-25.46,EUR,Completed,-11146.19,2024-11,Groceries
Card payment,Current,2024-11-07,2024-11-08,Steam,-24.44,EUR,Completed,-65657.67,,Entertainment
Card payment,Current,2024-11-07,2024-11-08,Carrefour,-3.53,EUR,Completed,-65661.2,,Groceries
Card payment,Current,2024-11-07,2024-11-08,Carrefour,-33.73,EUR,Completed,-64290.13,,Groceries
Card payment,Current,2024-11-08,2024-11-09,Netflix,-20.21,EUR,Completed,-65970.78,,Entertainment
Card payment,Current,2024-11-08,2024-11-09,McDonald's,-32.14,EUR,Completed,-63339.85,,Dining
Card payment,Current,2024-11-08,2024-11-09,Spotify,-41.88,EUR,Completed,-64406.88,,Entertainment
Card payment,Current,2024-11-08,2024-11-09,Spotify,-14.68,EUR,Completed,-10884.55,2024-11,Entertainment
Card payment,Current,2024-11-09,2024-11-10,Óptica,-29.41,EUR,Completed,-65246.97,,Health
Card payment,Current,2024-11-09,2024-11-10,Airbnb,-2.31,EUR,Completed,-64594.4,,Travel
Card payment,Current,2024-11-09,2024-11-10,Booking.com,-34.14,EUR,Completed,-63254.16,,Travel
Card payment,Current,2024-11-09,2024-11-10,Steam,-43.03,EUR,Completed,-62980.44,,Entertainment
Card payment,Current,2024-11-10,2024-11-11,Airbnb,-47.89,EUR,Completed,-62741.42,,Travel
Card payment,Current,2024-11-10,2024-11-11,Airbnb,-4.97,EUR,Completed,-63093.3,,Travel
Card payment,Current,2024-11-10,2024-11-11,Ryanair,-10.82,EUR,Completed,-65045.81,,Travel
Card payment,Current,2024-11-10,2024-11-11,Mercadona,-15.38,EUR,Completed,-63496.47,,Groceries
Card payment,Current,2024-11-10,2024-11-11,Steam,-26.18,EUR,Completed,-62885.95,,Entertainment
Card payment,Current,2024-11-10,2024-11-11,Zara,-48.24,EUR,Completed,-62529.86,,Clothing
Card payment,Current,2024-11-10,2024-11-11,Cabify,-33.67,EUR,Completed,-65161.15,,Transport
Card payment,Current,2024-11-11,2024-11-12,Amazon,-13.36,EUR,Completed,-66100.78,,Shopping
Card payment,Current,2024-11-11,2024-11-12,Carrefour,-21.08,EUR,Completed,-64968.17,,Groceries
Card payment,Current,2024-11-11,2024-11-12,Spotify,-39.83,EUR,Completed,-65008,,Entertainment
Card payment,Current,2024-11-11,2024-11-12,Amazon,-3.59,EUR,Completed,-64562.17,,Shopping
Card payment,Current,2024-11-11,2024-11-12,Uber,-2.07,EUR,Completed,-63498.54,,Transport
Card payment,Current,2024-11-11,2024-11-12,Booking.com,-23.92,EUR,Completed,-64329.48,,Travel
Card payment,Current,2024-11-12,2024-11-13,Steam,-34.84,EUR,Completed,-65350.12,,Entertainment
Card payment,Current,2024-11-12,2024-11-13,Zara,-30.56,EUR,Completed,-62693.53,,Clothing
Card payment,Current,2024-11-12,2024-11-13,Mercadona,-36.24,EUR,Completed,-62794.88,,Groceries
Card payment,Current,2024-11-12,2024-11-13,Uber,-53.55,EUR,Completed,-63307.71,,Transport
Card payment,Current,2024-11-12,2024-11-13,Farmacia,-10.7,EUR,Completed,-64558.58,,Health
Card payment,Current,2024-11-12,2024-11-13,Ryanair,-26.8,EUR,Completed,-65567.69,,Travel
Card payment,Current,2024-11-12,2024-11-13,Metro de Madrid,-47.87,EUR,Completed,-63579.73,,Transport
Card payment,Current,2024-11-12,2024-11-13,Amazon,-17.66,EUR,Completed,-65950.57,,Shopping
Card payment,Current,2024-11-12,2024-11-13,McDonald's,-17.29,EUR,Completed,-63044.95,,Dining
Card payment,Current,2024-11-12,2024-11-13,McDonald's,-21.92,EUR,Completed,-65315.28,,Dining
Card payment,Current,2024-11-12,2024-11-13,Amazon,-10.33,EUR,Completed,-64305.56,,Shopping
Card payment,Current,2024-11-13,2024-11-14,Uber,-50.55,EUR,Completed,-62580.41,,Transport
Card payment,Current,2024-11-13,2024-11-14,McDonald's,-35.79,EUR,Completed,-65907.18,,Dining
Card payment,Current,2024-11-13,2024-11-14,Carrefour,-39.77,EUR,Completed,-65486.98,,Groceries
Card payment,Current,2024-11-14,2024-11-15,Netflix,-20.6,EUR,Completed,-64582.77,,Entertainment
Card payment,Current,2024-11-14,2024-11-15,Booking.com,-6.81,EUR,Completed,-65840.29,,Travel
Card payment,Current,2024-11-14,2024-11-15,Dentista,-31.1,EUR,Completed,-65871.39,,Health
Card payment,Current,2024-11-14,2024-11-15,Steam,-17.59,EUR,Completed,-65630.69,,Entertainment
Card payment,Current,2024-11-14,2024-11-15,Amazon,-50.55,EUR,Completed,-62640.77,,Shopping
Card payment,Current,2024-11-14,2024-11-15,Amazon,-16.71,EUR,Completed,-63160.99,,Shopping
Card payment,Current,2024-11-14,2024-11-15,Dentista,-48.46,EUR,Completed,-64947.09,,Health
