Type,Product,Started Date,Completed Date,Description,Amount,Currency,State,Balance,Month,Category
Card payment,Current,2024-12-01,2024-12-02,Netflix,-143.22,EUR,Completed,-75109.12,,Entertainment
Card payment,Current,2024-12-01,2024-12-02,Cabify,-11.03,EUR,Completed,-13408.62,2024-12,Transport
Card payment,Current,2024-12-01,2024-12-02,Óptica,-31.89,EUR,Completed,-68632,,Health
Card payment,Current,2024-12-01,2024-12-02,Netflix,-43.85,EUR,Completed,-13143.99,2024-12,Entertainment
Card payment,Current,2024-12-01,2024-12-02,Netflix,-144.85,EUR,Completed,-12780.15,2024-12,Entertainment
Card payment,Current,2024-12-01,2024-12-02,Ryanair,-102.73,EUR,Completed,-71342.43,,Travel
Card payment,Current,2024-12-01,2024-12-02,Netflix,-87.21,EUR,Completed,-72360.15,,Entertainment
Card payment,Current,2024-12-01,2024-12-02,Metro de Madrid,-36.35,EUR,Completed,-73239.74,,Transport
Card payment,Current,2024-12-02,2024-12-03,Lidl,-77.46,EUR,Completed,-74652.45,,Groceries
Card payment,Current,2024-12-02,2024-12-03,Cabify,-56.69,EUR,Completed,-13397.59,2024-12,Transport
Card payment,Current,2024-12-02,2024-12-03,Farmacia,-20.27,EUR,Completed,-12841.15,2024-12,Health
Card payment,Current,2024-12-02,2024-12-03,Ryanair,-128.03,EUR,Completed,-12119.62,2024-12,Travel
Card payment,Current,2024-12-02,2024-12-03,Óptica,-134.31,EUR,Completed,-75692.78,,Health
Card payment,Current,2024-12-02,2024-12-03,Fnac,-46.65,EUR,Completed,-70195.8,,Shopping
Card payment,Current,2024-12-02,2024-12-03,Netflix,-38.44,EUR,Completed,-70511.18,,Entertainment
Card payment,Current,2024-12-02,2024-12-03,Dentista,-36.91,EUR,Completed,-67629.35,,Health
Card payment,Current,2024-12-02,2024-12-03,Airbnb,-127.6,EUR,Completed,-68405.88,,Travel
Card payment,Current,2024-12-02,2024-12-03,Óptica,-95.75,EUR,Completed,-68727.75,,Health
Card payment,Current,2024-12-02,2024-12-03,Spotify,-133.84,EUR,Completed,-72637.79,,Entertainment
Card payment,Current,2024-12-02,2024-12-03,Metro de Madrid,-123.11,EUR,Completed,-70863.74,,Transport
Card payment,Current,2024-12-03,2024-12-04,Netflix,-75.21,EUR,Completed,-68030.42,,Entertainment
